timestamp_utc,trip_id,tren,fecha_tren,estado,retraso_seg,retraso_min
2026-04-13T00:00:47Z,3407312026-04-11,34073,2026-04-11,CANCELED,,
2026-04-13T00:00:47Z,1803512026-04-11,18035,2026-04-11,CANCELED,,
2026-04-13T00:00:47Z,1308422026-04-11,13084,2026-04-11,CANCELED,,
2026-04-13T00:00:47Z,1308412026-04-11,13084,2026-04-11,CANCELED,,
2026-04-13T00:00:47Z,1821722026-04-11,18217,2026-04-11,CANCELED,,
2026-04-13T00:00:47Z,1821712026-04-11,18217,2026-04-11,CANCELED,,
2026-04-13T00:00:47Z,1804922026-04-11,18049,2026-04-11,CANCELED,,
2026-04-13T00:00:47Z,1804912026-04-11,18049,2026-04-11,CANCELED,,
2026-04-13T00:00:47Z,0307322026-04-11,03073,2026-04-11,CANCELED,,
2026-04-13T00:00:47Z,0307312026-04-11,03073,2026-04-11,CANCELED,,
2026-04-13T00:05:24Z,3407312026-04-11,34073,2026-04-11,CANCELED,,
2026-04-13T00:05:24Z,1803512026-04-11,18035,2026-04-11,CANCELED,,
2026-04-13T00:05:24Z,1308422026-04-11,13084,2026-04-11,CANCELED,,
2026-04-13T00:05:24Z,1308412026-04-11,13084,2026-04-11,CANCELED,,
2026-04-13T00:05:24Z,1821722026-04-11,18217,2026-04-11,CANCELED,,
2026-04-13T00:05:24Z,1821712026-04-11,18217,2026-04-11,CANCELED,,
2026-04-13T00:05:24Z,0307322026-04-11,03073,2026-04-11,CANCELED,,
2026-04-13T00:05:24Z,0307312026-04-11,03073,2026-04-11,CANCELED,,
2026-04-13T00:05:24Z,1804912026-04-11,18049,2026-04-11,CANCELED,,
2026-04-13T00:05:24Z,1804922026-04-11,18049,2026-04-11,CANCELED,,
2026-04-13T00:10:26Z,1803512026-04-11,18035,2026-04-11,CANCELED,,
2026-04-13T00:10:26Z,3407312026-04-11,34073,2026-04-11,CANCELED,,
2026-04-13T00:10:26Z,1308422026-04-11,13084,2026-04-11,CANCELED,,
2026-04-13T00:10:26Z,1308412026-04-11,13084,2026-04-11,CANCELED,,
2026-04-13T00:10:26Z,1821722026-04-11,18217,2026-04-11,CANCELED,,
2026-04-13T00:10:26Z,1821712026-04-11,18217,2026-04-11,CANCELED,,
2026-04-13T00:10:26Z,0307322026-04-11,03073,2026-04-11,CANCELED,,
2026-04-13T00:10:26Z,0307312026-04-11,03073,2026-04-11,CANCELED,,
